DATA;TIPO_JOIA;TIPO_PEDRA;TIPO_MARCA;LOJA;PRECO
2022-05;ANEL;OUTRAS;NACIONAL;C;2886
2022-05;PINGENTE;SEM PEDRA;INTERNACIONAL;C;996
2022-05;ANEL;OUTRAS;INTERNACIONAL;C;5544
2022-05;PINGENTE;OUTRAS;INTERNACIONAL;C;2244
2022-05;PINGENTE;SEM PEDRA;NACIONAL;C;550
2022-05;ANEL;OUTRAS;NACIONAL;C;3062
2022-05;BRINCO;SEM PEDRA;NACIONAL;C;1830
2022-05;ANEL;OUTRAS;NACIONAL;C;3132
2022-05;PULSEIRA;OUTRAS;NACIONAL;C;5702
2022-05;ANEL;OUTRAS;NACIONAL;C;3203
2022-05;COLAR;OUTRAS;NACIONAL;C;6800
2022-05;ANEL;OUTRAS;INTERNACIONAL;C;6138
2022-05;COLAR;SEM PEDRA;NACIONAL;C;3158
2022-05;COLAR;OUTRAS;NACIONAL;C;7022
2022-05;PULSEIRA;SEM PEDRA;INTERNACIONAL;C;5184
2022-05;COLAR;OUTRAS;NACIONAL;C;7170
2022-05;BRINCO;SEM PEDRA;NACIONAL;C;2038
2022-05;PINGENTE;OUTRAS;INTERNACIONAL;C;2613
2022-05;BRINCO;OUTRAS;NACIONAL;C;4576
2022-05;ANEL;OUTRAS;NACIONAL;C;3555
2022-05;COLAR;SEM PEDRA;NACIONAL;C;3427
2022-05;PULSEIRA;OUTRAS;NACIONAL;C;6526
2022-05;ANEL;DIAMANTE;NACIONAL;C;6656
2022-05;BRINCO;OUTRAS;NACIONAL;C;4804
2022-05;COLAR;OUTRAS;NACIONAL;C;7835
2022-05;BRINCO;OUTRAS;NACIONAL;C;4896
2022-05;ANEL;OUTRAS;NACIONAL;C;3801
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;697
2022-05;ANEL;SEM PEDRA;NACIONAL;D;1760
2022-05;ANEL;SEM PEDRA;NACIONAL;D;1776
2022-05;ANEL;SEM PEDRA;NACIONAL;D;1792
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;723
2022-05;ANEL;SEM PEDRA;INTERNACIONAL;D;3420
2022-05;ANEL;OUTRAS;NACIONAL;D;4048
2022-05;PINGENTE;SEM PEDRA;INTERNACIONAL;D;1392
2022-05;PULSEIRA;SEM PEDRA;NACIONAL;D;3369
2022-05;ANEL;OUTRAS;NACIONAL;D;4153
2022-05;ANEL;DIAMANTE;NACIONAL;D;7616
2022-05;PINGENTE;DIAMANTE;NACIONAL;D;3072
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;761
2022-05;BRINCO;SEM PEDRA;NACIONAL;D;2454
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;748
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;742
2022-05;ANEL;OUTRAS;NACIONAL;D;4048
2022-05;PINGENTE;OUTRAS;NACIONAL;D;1605
2022-05;COLAR;OUTRAS;NACIONAL;D;8352
2022-05;PINGENTE;OUTRAS;NACIONAL;D;1576
2022-05;PINGENTE;OUTRAS;INTERNACIONAL;D;2930
2022-05;ANEL;SEM PEDRA;NACIONAL;D;1760
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;697
2022-05;ANEL;SEM PEDRA;NACIONAL;D;1728
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;684
2022-05;ANEL;DIAMANTE;NACIONAL;D;6784
2022-05;ANEL;OUTRAS;NACIONAL;D;3696
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;665
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;659
2022-05;ANEL;SEM PEDRA;NACIONAL;D;1632
2022-05;ANEL;SEM PEDRA;NACIONAL;D;1616
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;640
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;633
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;627
2022-05;PINGENTE;OUTRAS;NACIONAL;D;1365
2022-05;ANEL;SEM PEDRA;NACIONAL;D;1536
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;608
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;601
2022-05;BRINCO;OUTRAS;NACIONAL;D;4255
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;588
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;582
2022-05;ANEL;DIAMANTE;NACIONAL;D;5760
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;569
2022-05;ANEL;SEM PEDRA;NACIONAL;D;1408
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;556
2022-05;PINGENTE;DIAMANTE;INTERNACIONAL;D;4128
2022-05;BRINCO;SEM PEDRA;NACIONAL;D;1768
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;537
2022-05;BRINCO;SEM PEDRA;NACIONAL;D;1726
2022-05;ANEL;SEM PEDRA;NACIONAL;D;1312
2022-05;PINGENTE;DIAMANTE;INTERNACIONAL;D;3888
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;512
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;518
2022-05;BRINCO;SEM PEDRA;NACIONAL;D;1705
2022-05;BRINCO;SEM PEDRA;INTERNACIONAL;D;3237
2022-05;ANEL;SEM PEDRA;NACIONAL;D;1344
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;544
2022-05;PULSEIRA;SEM PEDRA;INTERNACIONAL;D;4644
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;556
2022-05;PINGENTE;SEM PEDRA;NACIONAL;D;563
2022-06;COLAR;OUTRAS;NACIONAL;A;6578
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;A;14040
2022-06;ANEL;OUTRAS;INTERNACIONAL;A;6006
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;19872
2022-06;COLAR;SEM PEDRA;NACIONAL;A;3124
2022-06;PULSEIRA;DIAMANTE;NACIONAL;A;10828
2022-06;BRINCO;DIAMANTE;NACIONAL;A;7904
2022-06;BRINCO;DIAMANTE;NACIONAL;A;7987
2022-06;ANEL;OUTRAS;NACIONAL;A;3414
2022-06;ANEL;DIAMANTE;INTERNACIONAL;A;11760
2022-06;COLAR;DIAMANTE;NACIONAL;A;13305
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;25200
2022-06;COLAR;DIAMANTE;NACIONAL;A;13574
2022-06;COLAR;SEM PEDRA;INTERNACIONAL;A;6426
2022-06;PINGENTE;OUTRAS;INTERNACIONAL;A;2719
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;22464
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;22680
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;22896
2022-06;PINGENTE;SEM PEDRA;INTERNACIONAL;A;1284
2022-06;PINGENTE;DIAMANTE;INTERNACIONAL;A;5184
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;27468
2022-06;BRINCO;DIAMANTE;NACIONAL;A;9152
2022-06;ANEL;OUTRAS;INTERNACIONAL;A;7326
2022-06;PULSEIRA;SEM PEDRA;INTERNACIONAL;A;6048
2022-06;PINGENTE;DIAMANTE;NACIONAL;A;2892
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;A;17784
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;24840
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;25056
2022-06;COLAR;OUTRAS;INTERNACIONAL;A;16216
2022-06;PULSEIRA;DIAMANTE;NACIONAL;A;13593
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;25704
2022-06;PULSEIRA;SEM PEDRA;INTERNACIONAL;A;6480
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;29988
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;29736
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;25272
2022-06;ANEL;SEM PEDRA;INTERNACIONAL;A;3480
2022-06;PULSEIRA;OUTRAS;NACIONAL;A;7286
2022-06;BRINCO;OUTRAS;INTERNACIONAL;A;9781
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;24408
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;A;13305
2022-06;COLAR;OUTRAS;INTERNACIONAL;A;15384
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;27720
2022-06;PINGENTE;DIAMANTE;INTERNACIONAL;A;5232
2022-06;PULSEIRA;SEM PEDRA;INTERNACIONAL;A;5832
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;26964
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;22896
2022-06;COLAR;OUTRAS;INTERNACIONAL;A;14553
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;22464
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;25956
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;25704
2022-06;PULSEIRA;DIAMANTE;NACIONAL;A;11635
2022-06;COLAR;DIAMANTE;NACIONAL;A;13440
2022-06;COLAR;DIAMANTE;NACIONAL;A;13305
2022-06;BRINCO;OUTRAS;NACIONAL;A;4484
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;A;15132
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;20736
2022-06;ANEL;DIAMANTE;INTERNACIONAL;A;11400
2022-06;ANEL;DIAMANTE;INTERNACIONAL;A;11280
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;23436
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;19872
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;19656
2022-06;COLAR;OUTRAS;INTERNACIONAL;A;12474
2022-06;ANEL;OUTRAS;INTERNACIONAL;A;5874
2022-06;ANEL;DIAMANTE;INTERNACIONAL;A;10560
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;18792
2022-06;BRINCO;SEM PEDRA;INTERNACIONAL;A;3354
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;A;13260
2022-06;PULSEIRA;DIAMANTE;NACIONAL;A;9676
2022-06;ANEL;DIAMANTE;INTERNACIONAL;A;9960
2022-06;COLAR;DIAMANTE;NACIONAL;A;11020
2022-06;COLAR;OUTRAS;INTERNACIONAL;A;11226
2022-06;PINGENTE;DIAMANTE;NACIONAL;A;2048
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;17496
2022-06;PINGENTE;SEM PEDRA;NACIONAL;A;524
2022-06;PULSEIRA;DIAMANTE;NACIONAL;A;9561
2022-06;ANEL;SEM PEDRA;INTERNACIONAL;A;2520
2022-06;ANEL;DIAMANTE;INTERNACIONAL;A;10200
2022-06;COLAR;SEM PEDRA;INTERNACIONAL;A;5418
2022-06;ANEL;DIAMANTE;INTERNACIONAL;A;10440
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;22176
2022-06;COLAR;OUTRAS;INTERNACIONAL;A;12335
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;22680
2022-06;PINGENTE;DIAMANTE;INTERNACIONAL;A;4368
2022-06;COLAR;OUTRAS;NACIONAL;A;6800
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;A;14508
2022-06;COLAR;OUTRAS;NACIONAL;A;6948
2022-06;BRINCO;SEM PEDRA;NACIONAL;A;1976
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;24192
2022-06;COLAR;SEM PEDRA;INTERNACIONAL;A;6111
2022-06;PINGENTE;OUTRAS;INTERNACIONAL;A;2587
2022-06;BRINCO;OUTRAS;NACIONAL;A;4530
2022-06;PULSEIRA;OUTRAS;NACIONAL;A;6336
2022-06;COLAR;OUTRAS;INTERNACIONAL;A;13998
2022-06;ANEL;DIAMANTE;INTERNACIONAL;A;12240
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;22248
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;26208
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;26460
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;22896
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;26964
2022-06;BRINCO;OUTRAS;INTERNACIONAL;A;9266
2022-06;COLAR;DIAMANTE;NACIONAL;A;14649
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;27720
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;23976
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;A;17472
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;28476
2022-06;COLAR;SEM PEDRA;INTERNACIONAL;A;7182
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;A;17940
2022-06;BRINCO;OUTRAS;NACIONAL;A;5308
2022-06;BRINCO;OUTRAS;INTERNACIONAL;A;10038
2022-06;PULSEIRA;DIAMANTE;NACIONAL;A;13593
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;29988
2022-06;COLAR;OUTRAS;INTERNACIONAL;A;16632
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;29988
2022-06;PINGENTE;DIAMANTE;INTERNACIONAL;A;5664
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;A;18252
2022-06;PULSEIRA;SEM PEDRA;NACIONAL;A;3340
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;28980
2022-06;COLAR;DIAMANTE;NACIONAL;A;15321
2022-06;COLAR;OUTRAS;INTERNACIONAL;A;15661
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;28224
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;27972
2022-06;PULSEIRA;SEM PEDRA;INTERNACIONAL;A;5940
2022-06;ANEL;DIAMANTE;INTERNACIONAL;A;13080
2022-06;COLAR;OUTRAS;NACIONAL;A;7983
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;23112
2022-06;ANEL;OUTRAS;NACIONAL;A;3731
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;26460
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;A;16224
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;25956
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;22032
2022-06;COLAR;OUTRAS;INTERNACIONAL;A;13998
2022-06;PULSEIRA;DIAMANTE;NACIONAL;A;11520
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;24948
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;A;11642
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;24444
2022-06;ANEL;DIAMANTE;NACIONAL;A;6144
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;23940
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;20304
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;23436
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;A;10929
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;19656
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;22680
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;22428
2022-06;BRINCO;OUTRAS;INTERNACIONAL;A;7550
2022-06;PULSEIRA;DIAMANTE;NACIONAL;A;10022
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;21672
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;21420
2022-06;COLAR;DIAMANTE;NACIONAL;A;11289
2022-06;PINGENTE;OUTRAS;INTERNACIONAL;A;2191
2022-06;ANEL;DIAMANTE;INTERNACIONAL;A;9840
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;17496
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;17280
2022-06;COLAR;DIAMANTE;NACIONAL;A;10886
2022-06;PULSEIRA;SEM PEDRA;INTERNACIONAL;A;4428
2022-06;COLAR;DIAMANTE;NACIONAL;A;11155
2022-06;PULSEIRA;DIAMANTE;NACIONAL;A;9676
2022-06;ANEL;DIAMANTE;INTERNACIONAL;A;10200
2022-06;BRINCO;DIAMANTE;NACIONAL;A;7155
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;A;10335
2022-06;PULSEIRA;SEM PEDRA;NACIONAL;A;2534
2022-06;ANEL;DIAMANTE;NACIONAL;A;5696
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;22680
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;A;10810
2022-06;ANEL;DIAMANTE;INTERNACIONAL;A;11040
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;20088
2022-06;COLAR;DIAMANTE;INTERNACIONAL;A;23688
2022-06;ANEL;DIAMANTE;INTERNACIONAL;A;11400
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;A;11404
2022-06;ANEL;OUTRAS;INTERNACIONAL;A;6402
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;A;21168
2022-06;PINGENTE;OUTRAS;INTERNACIONAL;A;2613
2022-06;ANEL;OUTRAS;INTERNACIONAL;B;6600
2022-06;PULSEIRA;OUTRAS;NACIONAL;B;6399
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;8751
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;8837
2022-06;ANEL;OUTRAS;INTERNACIONAL;B;6864
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;9009
2022-06;PULSEIRA;OUTRAS;NACIONAL;B;6716
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;B;16692
2022-06;ANEL;OUTRAS;INTERNACIONAL;B;7128
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;12949
2022-06;ANEL;OUTRAS;INTERNACIONAL;B;7260
2022-06;COLAR;OUTRAS;INTERNACIONAL;B;15384
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;B;24192
2022-06;COLAR;DIAMANTE;INTERNACIONAL;B;28476
2022-06;PULSEIRA;OUTRAS;NACIONAL;B;7223
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;13662
2022-06;BRINCO;SEM PEDRA;INTERNACIONAL;B;4524
2022-06;BRINCO;DIAMANTE;NACIONAL;B;9734
2022-06;COLAR;SEM PEDRA;INTERNACIONAL;B;7434
2022-06;PULSEIRA;SEM PEDRA;NACIONAL;B;3427
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;10296
2022-06;BRINCO;OUTRAS;NACIONAL;B;5445
2022-06;ANEL;OUTRAS;INTERNACIONAL;B;7788
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;10038
2022-06;COLAR;OUTRAS;NACIONAL;B;8574
2022-06;COLAR;OUTRAS;INTERNACIONAL;B;15939
2022-06;PINGENTE;OUTRAS;NACIONAL;B;1605
2022-06;COLAR;OUTRAS;INTERNACIONAL;B;15661
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;9609
2022-06;PULSEIRA;SEM PEDRA;INTERNACIONAL;B;5994
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;B;23760
2022-06;BRINCO;OUTRAS;NACIONAL;B;4987
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;B;16848
2022-06;COLAR;DIAMANTE;INTERNACIONAL;B;26964
2022-06;PULSEIRA;DIAMANTE;NACIONAL;B;12211
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;12474
2022-06;COLAR;OUTRAS;NACIONAL;B;7687
2022-06;COLAR;OUTRAS;INTERNACIONAL;B;14275
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;12117
2022-06;BRINCO;OUTRAS;NACIONAL;B;4621
2022-06;COLAR;OUTRAS;INTERNACIONAL;B;13860
2022-06;COLAR;OUTRAS;NACIONAL;B;7318
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;B;21168
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;B;20952
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;8236
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;B;14820
2022-06;ANEL;DIAMANTE;NACIONAL;B;6016
2022-06;BRINCO;OUTRAS;NACIONAL;B;4255
2022-06;COLAR;OUTRAS;NACIONAL;B;6800
2022-06;ANEL;DIAMANTE;INTERNACIONAL;B;10920
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;10692
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;7636
2022-06;BRINCO;DIAMANTE;NACIONAL;B;7321
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;7464
2022-06;PULSEIRA;OUTRAS;NACIONAL;B;5448
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;10098
2022-06;PINGENTE;OUTRAS;NACIONAL;B;1182
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;B;17928
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;9741
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;6949
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;9504
2022-06;COLAR;OUTRAS;INTERNACIONAL;B;11226
2022-06;COLAR;SEM PEDRA;NACIONAL;B;2755
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;9860
2022-06;COLAR;OUTRAS;NACIONAL;B;6209
2022-06;BRINCO;OUTRAS;NACIONAL;B;3889
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;B;18576
2022-06;BRINCO;OUTRAS;NACIONAL;B;3981
2022-06;ANEL;OUTRAS;NACIONAL;B;3097
2022-06;PULSEIRA;OUTRAS;NACIONAL;B;5639
2022-06;COLAR;OUTRAS;INTERNACIONAL;B;12474
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;10810
2022-06;COLAR;OUTRAS;INTERNACIONAL;B;12751
2022-06;COLAR;DIAMANTE;NACIONAL;B;12499
2022-06;COLAR;OUTRAS;INTERNACIONAL;B;13028
2022-06;ANEL;OUTRAS;INTERNACIONAL;B;6270
2022-06;BRINCO;OUTRAS;NACIONAL;B;4392
2022-06;PINGENTE;OUTRAS;NACIONAL;B;1365
2022-06;ANEL;SEM PEDRA;NACIONAL;B;1568
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;8494
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;11880
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;B;21816
2022-06;BRINCO;SEM PEDRA;INTERNACIONAL;B;3978
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;8837
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;12355
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;9009
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;9094
2022-06;COLAR;SEM PEDRA;NACIONAL;B;3595
2022-06;PULSEIRA;DIAMANTE;NACIONAL;B;12441
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;12949
2022-06;COLAR;OUTRAS;INTERNACIONAL;B;15246
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;13186
2022-06;COLAR;SEM PEDRA;NACIONAL;B;3763
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;9695
2022-06;ANEL;OUTRAS;INTERNACIONAL;B;7524
2022-06;BRINCO;OUTRAS;NACIONAL;B;5262
2022-06;PULSEIRA;OUTRAS;NACIONAL;B;7349
2022-06;COLAR;OUTRAS;INTERNACIONAL;B;16216
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;B;18408
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;14137
2022-06;COLAR;OUTRAS;INTERNACIONAL;B;16632
2022-06;PINGENTE;OUTRAS;INTERNACIONAL;B;3141
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;10124
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;10038
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;B;18096
2022-06;COLAR;OUTRAS;INTERNACIONAL;B;15939
2022-06;PINGENTE;OUTRAS;INTERNACIONAL;B;3009
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;B;17628
2022-06;ANEL;OUTRAS;INTERNACIONAL;B;7392
2022-06;PULSEIRA;DIAMANTE;NACIONAL;B;12787
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;9438
2022-06;BRINCO;OUTRAS;NACIONAL;B;4987
2022-06;PINGENTE;OUTRAS;NACIONAL;B;1520
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;B;16692
2022-06;COLAR;OUTRAS;NACIONAL;B;7835
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;12474
2022-06;BRINCO;OUTRAS;NACIONAL;B;4759
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;B;16068
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;8751
2022-06;COLAR;DIAMANTE;NACIONAL;B;13574
2022-06;BRINCO;DIAMANTE;NACIONAL;B;8320
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;11761
2022-06;BRINCO;SEM PEDRA;INTERNACIONAL;B;3822
2022-06;PULSEIRA;DIAMANTE;NACIONAL;B;11174
2022-06;PULSEIRA;OUTRAS;NACIONAL;B;6082
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;8151
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;11167
2022-06;PULSEIRA;OUTRAS;INTERNACIONAL;B;11048
2022-06;BRINCO;OUTRAS;INTERNACIONAL;B;7893
2022-06;ANEL;OUTRAS;INTERNACIONAL;B;6006
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;B;19440
2022-06;PULSEIRA;DIAMANTE;INTERNACIONAL;B;19224
2022-06;ANEL;DIAMANTE;INTERNACIONAL;B;10560
2022-06;BRINCO;OUTRAS;NACIONAL;B;3981
2022-06;PINGENTE;SEM PEDRA;NACIONAL;B;550
2022-06;ANEL;OUTRAS;INTERNACIONAL;B;5610
2022-06;BRINCO;OUTRAS;NACIONAL;C;3843
2022-06;BRINCO;OUTRAS;NACIONAL;C;3798
2022-06;ANEL;OUTRAS;NACIONAL;C;2886
2022-06;PULSEIRA;OUTRAS;NACIONAL;C;5132
2022-06;BRINCO;SEM PEDRA;INTERNACIONAL;C;3120
2022-06;BRINCO;SEM PEDRA;INTERNACIONAL;C;3159
2022-06;BRINCO;SEM PEDRA;NACIONAL;C;1705
2022-06;ANEL;OUTRAS;INTERNACIONAL;C;5478
2022-06;PINGENTE;OUTRAS;NACIONAL;C;1182
2022-06;PULSEIRA;SEM PEDRA;NACIONAL;C;2448
2022-06;BRINCO;SEM PEDRA;NACIONAL;C;1788
2022-06;PINGENTE;OUTRAS;NACIONAL;C;1224
2022-06;ANEL;DIAMANTE;INTERNACIONAL;C;10560
2022-06;ANEL;OUTRAS;NACIONAL;C;3132
2022-06;BRINCO;OUTRAS;INTERNACIONAL;C;7722
2022-06;ANEL;OUTRAS;NACIONAL;C;3203
2022-06;BRINCO;OUTRAS;NACIONAL;C;4209
2022-06;PINGENTE;OUTRAS;NACIONAL;C;1309
2022-06;COLAR;SEM PEDRA;INTERNACIONAL;C;5922
2022-06;PULSEIRA;SEM PEDRA;NACIONAL;C;2736
2022-06;PULSEIRA;OUTRAS;NACIONAL;C;6082
2022-06;PINGENTE;OUTRAS;NACIONAL;C;1365
2022-06;PULSEIRA;OUTRAS;NACIONAL;C;6209
2022-06;BRINCO;OUTRAS;INTERNACIONAL;C;8494
2022-06;COLAR;OUTRAS;NACIONAL;C;7392
2022-06;BRINCO;DIAMANTE;INTERNACIONAL;C;15756
2022-06;BRINCO;OUTRAS;NACIONAL;C;4667
2022-06;ANEL;OUTRAS;NACIONAL;C;3625
2022-06;ANEL;OUTRAS;NACIONAL;C;3660
2022-06;ANEL;OUTRAS;NACIONAL;C;3696
2022-06;BRINCO;OUTRAS;NACIONAL;C;4850
2022-06;PINGENTE;OUTRAS;NACIONAL;C;1506
2022-06;ANEL;OUTRAS;INTERNACIONAL;C;7128
2022-06;ANEL;OUTRAS;NACIONAL;C;3836
