DATA;TIPO_JOIA;TIPO_PEDRA;MARCA;LOCALIZACAO_LOJA;PRECO
2022-08;ANEL;DIAMANTE;MARCA NACIONAL;SHOPPING B;6080
2022-08;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;8236
2022-08;BRINCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;15132
2022-08;BRINCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;15288
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;11761
2022-08;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;25200
2022-08;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;13998
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;12117
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;6526
2022-08;COLAR;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;7687
2022-08;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;26460
2022-08;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;22896
2022-08;PULSEIRA;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;5778
2022-08;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;9266
2022-08;COLAR;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;8057
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;13068
2022-08;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;15384
2022-08;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;9609
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;13424
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;7223
2022-08;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;5262
2022-08;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;9952
2022-08;BRINCO;DIAMANTE;MARCA NACIONAL;SHOPPING B;9734
2022-08;PULSEIRA;SEM PEDRA;MARCA NACIONAL;SHOPPING B;3398
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;14137
2022-08;PINGENTE;DIAMANTE;MARCA NACIONAL;SHOPPING B;3072
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;7539
2022-08;PULSEIRA;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;6372
2022-08;COLAR;DIAMANTE;MARCA NACIONAL;SHOPPING B;15724
2022-08;PINGENTE;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;3062
2022-08;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;5262
2022-08;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;9781
2022-08;COLAR;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;8352
2022-08;PINGENTE;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;1344
2022-08;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;9523
2022-08;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;9438
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;6906
2022-08;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;9266
2022-08;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;4896
2022-08;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;26712
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;12474
2022-08;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;6864
2022-08;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;8837
2022-08;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;4667
2022-08;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;13998
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;11880
2022-08;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;6534
2022-08;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;13582
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;11523
2022-08;PINGENTE;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;2534
2022-08;COLAR;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;7022
2022-08;COLAR;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;6948
2022-08;BRINCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;14508
2022-08;COLAR;SEM PEDRA;MARCA NACIONAL;SHOPPING B;3091
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;5765
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;10692
2022-08;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;4072
2022-08;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;7550
2022-08;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;21924
2022-08;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;7378
2022-08;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;5610
2022-08;ANEL;DIAMANTE;MARCA NACIONAL;SHOPPING C;5376
2022-08;PULSEIRA;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING C;4482
2022-08;PULSEIRA;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING C;4428
2022-08;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;11226
2022-08;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING C;512
2022-08;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;3706
2022-08;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;2886
2022-08;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;5478
2022-08;BRINCO;DIAMANTE;MARCA NACIONAL;SHOPPING C;6988
2022-08;ANEL;DIAMANTE;MARCA INTERNACIONAL;SHOPPING C;10200
2022-08;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING C;1376
2022-08;ANEL;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING C;2610
2022-08;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING C;1408
2022-08;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;1253
2022-08;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;1267
2022-08;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;3203
2022-08;BRINCO;DIAMANTE;MARCA NACIONAL;SHOPPING C;7654
2022-08;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING C;1488
2022-08;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;1323
2022-08;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING C;1520
2022-08;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING C;1536
2022-08;PULSEIRA;SEM PEDRA;MARCA NACIONAL;SHOPPING C;2793
2022-08;COLAR;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;7244
2022-08;ANEL;DIAMANTE;MARCA INTERNACIONAL;SHOPPING C;11880
2022-08;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING C;640
2022-08;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;1422
2022-08;COLAR;SEM PEDRA;MARCA NACIONAL;SHOPPING C;3427
2022-08;BRINCO;DIAMANTE;MARCA NACIONAL;SHOPPING C;8569
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;6589
2022-08;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;9009
2022-08;BRINCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING C;4134
2022-08;BRINCO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;2225
2022-08;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;3801
2022-08;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;9352
2022-08;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;1548
2022-08;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;9523
2022-08;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;3942
2022-08;PULSEIRA;SEM PEDRA;MARCA NACIONAL;SHOPPING C;3254
2022-08;PULSEIRA;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING C;6156
2022-08;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;4048
2022-08;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;5308
2022-08;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING C;1872
2022-08;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;5399
2022-08;COLAR;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;8796
2022-08;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;7920
2022-08;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;7854
2022-08;COLAR;SEM PEDRA;MARCA NACIONAL;SHOPPING C;3964
2022-08;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;5353
2022-08;ANEL;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING C;3480
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;7286
2022-08;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;7524
2022-08;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;3977
2022-08;ANEL;DIAMANTE;MARCA NACIONAL;SHOPPING C;7168
2022-08;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;3907
2022-08;BRINCO;DIAMANTE;MARCA NACIONAL;SHOPPING C;9152
2022-08;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;4987
2022-08;PINGENTE;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;2851
2022-08;BRINCO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;2225
2022-08;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;3731
2022-08;PULSEIRA;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING C;5670
2022-08;PINGENTE;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;2745
2022-08;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;4713
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;12117
2022-08;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;8665
2022-08;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;6336
2022-08;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;8494
2022-08;PULSEIRA;SEM PEDRA;MARCA NACIONAL;SHOPPING C;2822
2022-08;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;4438
2022-08;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;1351
2022-08;ANEL;DIAMANTE;MARCA NACIONAL;SHOPPING C;6080
2022-08;ANEL;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING C;2820
2022-08;ANEL;DIAMANTE;MARCA NACIONAL;SHOPPING C;5952
2022-08;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;4209
2022-08;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;582
2022-08;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1440
2022-08;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;569
2022-08;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1408
2022-08;COLAR;SEM PEDRA;MARCA NACIONAL;SHOPPING D;2923
2022-08;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;1210
2022-08;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;3889
2022-08;PULSEIRA;SEM PEDRA;MARCA NACIONAL;SHOPPING D;2419
2022-08;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;2921
2022-08;PINGENTE;DIAMANTE;MARCA NACIONAL;SHOPPING D;2099
2022-08;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING D;11226
2022-08;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;3660
2022-08;BRINCO;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1684
2022-08;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1312
2022-08;ANEL;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING D;2490
2022-08;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1344
2022-08;ANEL;DIAMANTE;MARCA NACIONAL;SHOPPING D;5440
2022-08;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;550
2022-08;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1392
2022-08;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1408
2022-08;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;569
2022-08;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1440
2022-08;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;1281
2022-08;BRINCO;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1913
2022-08;COLAR;SEM PEDRA;MARCA NACIONAL;SHOPPING D;3124
2022-08;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;601
2022-08;PINGENTE;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING D;1140
2022-08;ANEL;DIAMANTE;MARCA NACIONAL;SHOPPING D;6144
2022-08;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1552
2022-08;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;627
2022-08;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;3484
2022-08;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;1408
2022-08;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;1422
2022-08;COLAR;SEM PEDRA;MARCA NACIONAL;SHOPPING D;3427
2022-08;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1648
2022-08;COLAR;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING D;6552
2022-08;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;672
2022-08;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;1492
2022-08;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING D;7062
2022-08;PINGENTE;DIAMANTE;MARCA NACIONAL;SHOPPING D;2764
2022-08;BRINCO;SEM PEDRA;MARCA NACIONAL;SHOPPING D;2267
2022-08;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;704
2022-08;PINGENTE;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING D;1332
2022-08;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;716
2022-08;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1808
2022-08;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;4012
2022-08;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;736
2022-08;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;742
2022-08;PINGENTE;DIAMANTE;MARCA NACIONAL;SHOPPING D;2995
2022-08;ANEL;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING D;3540
2022-09;PINGENTE;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;5712
2022-09;COLAR;DIAMANTE;MARCA NACIONAL;SHOPPING A;16128
2022-09;COLAR;DIAMANTE;MARCA NACIONAL;SHOPPING A;15993
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;29736
2022-09;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;7413
2022-09;BRINCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;18096
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;28980
2022-09;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;15800
2022-09;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;13424
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;28224
2022-09;COLAR;DIAMANTE;MARCA NACIONAL;SHOPPING A;14918
2022-09;PINGENTE;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;1320
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;27468
2022-09;ANEL;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;12960
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;23112
2022-09;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;12592
2022-09;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;9009
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;26208
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;25956
2022-09;PULSEIRA;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;5508
2022-09;COLAR;DIAMANTE;MARCA NACIONAL;SHOPPING A;13574
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;25200
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;24948
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;21168
2022-09;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;6145
2022-09;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;13305
2022-09;BRINCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;14820
2022-09;BRINCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;14664
2022-09;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;5892
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;23184
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;22932
2022-09;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;12474
2022-09;ANEL;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;10680
2022-09;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING A;563
2022-09;COLAR;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;6431
2022-09;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;3935
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;18360
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;21168
2022-09;COLAR;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;5229
2022-09;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;11365
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;20412
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;17280
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;20412
2022-09;COLAR;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;5166
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;20916
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;21168
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;21420
2022-09;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;11919
2022-09;COLAR;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;5481
2022-09;BRINCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;13728
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;22428
2022-09;PINGENTE;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;4320
2022-09;COLAR;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;5733
2022-09;ANEL;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;11040
2022-09;ANEL;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;2790
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;23688
2022-09;BRINCO;DIAMANTE;MARCA NACIONAL;SHOPPING A;7904
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;24192
2022-09;PULSEIRA;DIAMANTE;MARCA NACIONAL;SHOPPING A;11174
2022-09;BRINCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;15288
2022-09;BRINCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;15444
2022-09;PINGENTE;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;2640
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;25452
2022-09;PULSEIRA;DIAMANTE;MARCA NACIONAL;SHOPPING A;11750
2022-09;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;12236
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;22464
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;22680
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;22896
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;23112
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;23328
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;27468
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;27720
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;27972
2022-09;COLAR;SEM PEDRA;MARCA NACIONAL;SHOPPING A;3763
2022-09;BRINCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;17628
2022-09;COLAR;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;7182
2022-09;BRINCO;DIAMANTE;MARCA NACIONAL;SHOPPING A;9568
2022-09;ANEL;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;13920
2022-09;COLAR;DIAMANTE;MARCA NACIONAL;SHOPPING A;15724
2022-09;PINGENTE;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;3115
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;29988
2022-09;ANEL;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;14400
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;25704
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;25488
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;29484
2022-09;BRINCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;18096
2022-09;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;7590
2022-09;PULSEIRA;DIAMANTE;MARCA NACIONAL;SHOPPING A;13132
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;24408
2022-09;BRINCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;17472
2022-09;PULSEIRA;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;5994
2022-09;PULSEIRA;SEM PEDRA;MARCA NACIONAL;SHOPPING A;3168
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;23544
2022-09;ANEL;DIAMANTE;MARCA NACIONAL;SHOPPING A;6912
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;26964
2022-09;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;14691
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;22680
2022-09;ANEL;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;12480
2022-09;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;14275
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;22032
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;25452
2022-09;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;3520
2022-09;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;6534
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;21168
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;24444
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;20736
2022-09;ANEL;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;11400
2022-09;PINGENTE;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;1128
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;20088
2022-09;ANEL;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;11040
2022-09;PULSEIRA;DIAMANTE;MARCA NACIONAL;SHOPPING A;10483
2022-09;PINGENTE;DIAMANTE;MARCA NACIONAL;SHOPPING A;2304
2022-09;PULSEIRA;DIAMANTE;MARCA NACIONAL;SHOPPING A;10252
2022-09;COLAR;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;5544
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;18792
2022-09;PULSEIRA;DIAMANTE;MARCA NACIONAL;SHOPPING A;9907
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;18360
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;18144
2022-09;ANEL;DIAMANTE;MARCA NACIONAL;SHOPPING A;5312
2022-09;PINGENTE;DIAMANTE;MARCA NACIONAL;SHOPPING A;2099
2022-09;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;20412
2022-09;BRINCO;DIAMANTE;MARCA NACIONAL;SHOPPING A;6656
2022-09;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;11226
2022-09;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;17712
2022-09;ANEL;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;9960
2022-09;PINGENTE;DIAMANTE;MARCA NACIONAL;SHOPPING A;2150
2022-09;ANEL;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;10200
