DATA;TIPO_JOIA;TIPO_OURO;TIPO_PEDRA;MARCA;LOCALIZACAO_LOJA;PERFIL_CLIENTE;PRECO
2022-03;PINGENTE;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;1600
2022-03;ANEL;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;MILLENNIALS;6600
2022-03;BRINCO;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING B;GERAÇÃO Z;5200
2022-03;PULSEIRA;OURO BRANCO;ESMERALDA;MARCA NACIONAL;SHOPPING B;GERAÇÃO X;7200
2022-03;CORRENTE;OURO ROSÉ;RUBI;MARCA NACIONAL;SHOPPING B;BABY BOOMER;7200
2022-03;COLAR;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;BABY BOOMER;6300
2022-03;COLAR;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;8400
2022-03;PULSEIRA;OURO BRANCO;OUTRAS PEDRAS;SEM MARCA;SHOPPING C;MILLENNIALS;3960
2022-03;PINGENTE;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;GERAÇÃO X;1408
2022-03;CORRENTE;OURO BRANCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;BABY BOOMER;6336
2022-03;PULSEIRA;OURO AMARELO;DIAMANTE;MARCA NACIONAL;SHOPPING C;GERAÇÃO X;11520
2022-03;COLAR;OURO AMARELO;TURMALINA PARAÍBA;SEM MARCA;SHOPPING C;MILLENNIALS;6300
2022-03;PULSEIRA;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING C;MILLENNIALS;5400
2022-03;BRINCO;OURO BRANCO;ESMERALDA;MARCA NACIONAL;SHOPPING C;GERAÇÃO Z;5200
2022-03;COLAR;OURO AMARELO;RUBI;SEM MARCA;SHOPPING C;GERAÇÃO Z;5250
2022-03;BRINCO;OURO AMARELO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;6240
2022-03;ANEL;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;1600
2022-03;PINGENTE;OURO ROSÉ;DIAMANTE;SEM MARCA;SHOPPING C;GERAÇÃO Z;1600
2022-03;COLAR;OURO ROSÉ;SEM PEDRA;SEM MARCA;SHOPPING C;GERAÇÃO Z;2100
2022-03;COLAR;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;8400
2022-03;BRINCO;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;GERAÇÃO Z;8580
2022-03;CORRENTE;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;MILLENNIALS;2880
2022-03;CORRENTE;OURO ROSÉ;DIAMANTE;MARCA NACIONAL;SHOPPING C;GERAÇÃO X;11520
2022-03;PULSEIRA;OURO AMARELO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING C;GERAÇÃO X;8640
2022-03;ALIANÇA;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;2400
2022-03;PINGENTE;OURO BRANCO;RUBI;MARCA NACIONAL;SHOPPING C;GERAÇÃO Z;1600
2022-03;BRINCO;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;2080
2022-03;PULSEIRA;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING C;MILLENNIALS;5400
2022-03;CORRENTE;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;7200
2022-03;COLAR;OURO BRANCO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING C;BABY BOOMER;15750
2022-03;ANEL;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;GERAÇÃO X;1600
2022-03;ALIANÇA;OURO AMARELO;DIAMANTE;MARCA NACIONAL;SHOPPING C;GERAÇÃO Z;9600
2022-03;ALIANÇA;OURO AMARELO;DIAMANTE;MARCA NACIONAL;SHOPPING C;MILLENNIALS;9600
2022-03;PULSEIRA;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;MILLENNIALS;2880
2022-03;ANEL;OURO BRANCO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING C;MILLENNIALS;7500
2022-03;COLAR;OURO ROSÉ;RUBI;MARCA NACIONAL;SHOPPING C;BABY BOOMER;8400
2022-03;PINGENTE;OURO ROSÉ;RUBI;MARCA NACIONAL;SHOPPING C;GERAÇÃO Z;1600
2022-03;PINGENTE;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;MILLENNIALS;1408
2022-03;BRINCO;OURO ROSÉ;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;MILLENNIALS;8580
2022-03;BRINCO;OURO ROSÉ;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING C;BABY BOOMER;11700
2022-03;CORRENTE;OURO ROSÉ;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING C;GERAÇÃO X;16200
2022-03;CORRENTE;OURO ROSÉ;ESMERALDA;SEM MARCA;SHOPPING C;GERAÇÃO Z;4500
2022-03;ANEL;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;1600
2022-03;BRINCO;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;GERAÇÃO Z;4576
2022-03;BRINCO;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING C;GERAÇÃO X;8320
2022-03;PULSEIRA;OURO ROSÉ;ESMERALDA;SEM MARCA;SHOPPING C;GERAÇÃO X;4500
2022-03;BRINCO;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING C;MILLENNIALS;5200
2022-03;ANEL;OURO ROSÉ;RUBI;MARCA NACIONAL;SHOPPING C;GERAÇÃO Z;4000
2022-03;PINGENTE;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;GERAÇÃO Z;2640
2022-03;ANEL;OURO AMARELO;OUTRAS PEDRAS;SEM MARCA;SHOPPING C;GERAÇÃO X;2200
2022-03;ANEL;OURO BRANCO;RUBI;SEM MARCA;SHOPPING C;GERAÇÃO Z;2500
2022-03;BRINCO;OURO ROSÉ;RUBI;SEM MARCA;SHOPPING C;MILLENNIALS;3250
2022-03;COLAR;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING C;GERAÇÃO Z;8400
2022-03;ALIANÇA;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;MILLENNIALS;2400
2022-03;ANEL;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;GERAÇÃO Z;1600
2022-03;PULSEIRA;OURO ROSÉ;ESMERALDA;SEM MARCA;SHOPPING C;GERAÇÃO X;4500
2022-03;ALIANÇA;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;2400
2022-03;ALIANÇA;OURO BRANCO;SEM PEDRA;SEM MARCA;SHOPPING C;GERAÇÃO Z;1500
2022-03;ANEL;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;1600
2022-03;PINGENTE;OURO BRANCO;OUTRAS PEDRAS;SEM MARCA;SHOPPING C;GERAÇÃO Z;880
2022-03;PULSEIRA;OURO BRANCO;TURMALINA PARAÍBA;SEM MARCA;SHOPPING C;BABY BOOMER;5400
2022-03;ANEL;OURO ROSÉ;DIAMANTE;MARCA NACIONAL;SHOPPING C;BABY BOOMER;6400
2022-03;COLAR;OURO AMARELO;OUTRAS PEDRAS;SEM MARCA;SHOPPING C;GERAÇÃO Z;4620
2022-03;COLAR;OURO BRANCO;SEM PEDRA;SEM MARCA;SHOPPING C;GERAÇÃO X;2100
2022-03;BRINCO;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING C;MILLENNIALS;3900
2022-03;COLAR;OURO AMARELO;RUBI;MARCA NACIONAL;SHOPPING C;MILLENNIALS;8400
2022-03;PULSEIRA;OURO AMARELO;RUBI;MARCA NACIONAL;SHOPPING C;GERAÇÃO X;7200
2022-03;ALIANÇA;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING C;GERAÇÃO Z;4500
2022-03;PINGENTE;OURO ROSÉ;TURMALINA PARAÍBA;SEM MARCA;SHOPPING C;MILLENNIALS;1200
2022-03;COLAR;OURO ROSÉ;RUBI;MARCA NACIONAL;SHOPPING C;GERAÇÃO X;8400
2022-03;PULSEIRA;OURO BRANCO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING C;GERAÇÃO X;8640
2022-03;CORRENTE;OURO ROSÉ;RUBI;SEM MARCA;SHOPPING C;GERAÇÃO Z;4500
2022-03;COLAR;OURO BRANCO;RUBI;SEM MARCA;SHOPPING C;MILLENNIALS;5250
2022-03;PULSEIRA;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;7200
2022-03;PULSEIRA;OURO AMARELO;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING C;BABY BOOMER;16200
2022-03;PINGENTE;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;GERAÇÃO X;640
2022-03;ALIANÇA;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING C;GERAÇÃO Z;4500
2022-03;PULSEIRA;OURO ROSÉ;OUTRAS PEDRAS;SEM MARCA;SHOPPING C;GERAÇÃO X;3960
2022-03;PULSEIRA;OURO ROSÉ;RUBI;SEM MARCA;SHOPPING C;GERAÇÃO X;4500
2022-03;PULSEIRA;OURO AMARELO;RUBI;SEM MARCA;SHOPPING C;GERAÇÃO Z;4500
2022-03;ANEL;OURO ROSÉ;ESMERALDA;SEM MARCA;SHOPPING C;BABY BOOMER;2500
2022-03;COLAR;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;BABY BOOMER;3360
2022-03;COLAR;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING C;MILLENNIALS;8400
2022-03;ALIANÇA;OURO ROSÉ;DIAMANTE;SEM MARCA;SHOPPING C;GERAÇÃO Z;6000
2022-03;BRINCO;OURO BRANCO;RUBI;SEM MARCA;SHOPPING D;MILLENNIALS;3250
2022-03;ANEL;OURO AMARELO;OUTRAS PEDRAS;SEM MARCA;SHOPPING D;MILLENNIALS;2200
2022-03;PINGENTE;OURO BRANCO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING D;MILLENNIALS;1920
2022-03;BRINCO;OURO AMARELO;SEM PEDRA;SEM MARCA;SHOPPING D;MILLENNIALS;1300
2022-03;CORRENTE;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING D;GERAÇÃO X;2880
2022-03;PINGENTE;OURO ROSÉ;RUBI;MARCA NACIONAL;SHOPPING D;MILLENNIALS;1600
2022-03;ALIANÇA;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;2400
2022-03;CORRENTE;OURO ROSÉ;RUBI;MARCA NACIONAL;SHOPPING D;MILLENNIALS;7200
2022-03;ANEL;OURO BRANCO;RUBI;MARCA NACIONAL;SHOPPING D;GERAÇÃO X;4000
2022-03;COLAR;OURO AMARELO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;10080
2022-03;PINGENTE;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING D;MILLENNIALS;640
2022-03;BRINCO;OURO AMARELO;DIAMANTE;SEM MARCA;SHOPPING D;MILLENNIALS;5200
2022-03;ANEL;OURO BRANCO;DIAMANTE;SEM MARCA;SHOPPING D;GERAÇÃO X;4000
2022-03;PINGENTE;OURO ROSÉ;RUBI;MARCA NACIONAL;SHOPPING D;GERAÇÃO X;1600
2022-03;PINGENTE;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING D;BABY BOOMER;1600
2022-03;COLAR;OURO BRANCO;RUBI;MARCA NACIONAL;SHOPPING D;GERAÇÃO X;8400
2022-03;ANEL;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;1600
2022-03;PINGENTE;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING D;MILLENNIALS;640
2022-03;ANEL;OURO BRANCO;OUTRAS PEDRAS;SEM MARCA;SHOPPING D;BABY BOOMER;2200
2022-03;PINGENTE;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING D;BABY BOOMER;640
2022-03;CORRENTE;OURO ROSÉ;RUBI;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;7200
2022-03;CORRENTE;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;7200
2022-03;CORRENTE;OURO AMARELO;OUTRAS PEDRAS;SEM MARCA;SHOPPING D;GERAÇÃO Z;3960
2022-03;BRINCO;OURO AMARELO;RUBI;MARCA NACIONAL;SHOPPING D;MILLENNIALS;5200
2022-03;PINGENTE;OURO AMARELO;RUBI;SEM MARCA;SHOPPING D;GERAÇÃO X;1000
2022-03;PULSEIRA;OURO BRANCO;OUTRAS PEDRAS;SEM MARCA;SHOPPING D;GERAÇÃO Z;3960
2022-03;ANEL;OURO BRANCO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;4800
2022-03;CORRENTE;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;BABY BOOMER;6336
2022-03;CORRENTE;OURO ROSÉ;DIAMANTE;MARCA INTERNACIONAL;SHOPPING D;GERAÇÃO X;21600
2022-03;BRINCO;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;2080
2022-03;ANEL;OURO BRANCO;TURMALINA PARAÍBA;SEM MARCA;SHOPPING D;MILLENNIALS;3000
2022-03;CORRENTE;OURO ROSÉ;OUTRAS PEDRAS;SEM MARCA;SHOPPING D;GERAÇÃO X;3960
2022-03;CORRENTE;OURO AMARELO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING D;GERAÇÃO X;8640
2022-03;CORRENTE;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING D;BABY BOOMER;2880
2022-03;ALIANÇA;OURO AMARELO;SEM PEDRA;SEM MARCA;SHOPPING D;GERAÇÃO Z;1500
2022-03;PULSEIRA;OURO AMARELO;SEM PEDRA;SEM MARCA;SHOPPING D;GERAÇÃO Z;1800
2022-03;CORRENTE;OURO ROSÉ;ESMERALDA;SEM MARCA;SHOPPING D;GERAÇÃO X;4500
2022-03;CORRENTE;OURO AMARELO;DIAMANTE;MARCA NACIONAL;SHOPPING D;BABY BOOMER;11520
2022-03;CORRENTE;OURO BRANCO;RUBI;MARCA NACIONAL;SHOPPING D;GERAÇÃO X;7200
2022-03;BRINCO;OURO AMARELO;ESMERALDA;SEM MARCA;SHOPPING D;GERAÇÃO Z;3250
2022-03;ALIANÇA;OURO AMARELO;SEM PEDRA;SEM MARCA;SHOPPING D;GERAÇÃO X;1500
2022-03;PINGENTE;OURO BRANCO;RUBI;SEM MARCA;SHOPPING D;BABY BOOMER;1000
2022-03;ALIANÇA;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING D;GERAÇÃO X;2400
2022-03;PINGENTE;OURO AMARELO;DIAMANTE;MARCA NACIONAL;SHOPPING D;MILLENNIALS;2560
2022-03;CORRENTE;OURO ROSÉ;ESMERALDA;SEM MARCA;SHOPPING D;BABY BOOMER;4500
2022-03;CORRENTE;OURO AMARELO;ESMERALDA;SEM MARCA;SHOPPING D;GERAÇÃO Z;4500
2022-03;CORRENTE;OURO BRANCO;ESMERALDA;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;7200
2022-03;PULSEIRA;OURO ROSÉ;SEM PEDRA;SEM MARCA;SHOPPING D;BABY BOOMER;1800
2022-03;CORRENTE;OURO AMARELO;RUBI;SEM MARCA;SHOPPING D;MILLENNIALS;4500
2022-03;BRINCO;OURO AMARELO;OUTRAS PEDRAS;SEM MARCA;SHOPPING D;BABY BOOMER;2860
2022-03;CORRENTE;OURO BRANCO;ESMERALDA;SEM MARCA;SHOPPING D;GERAÇÃO Z;4500
2022-03;COLAR;OURO ROSÉ;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING D;GERAÇÃO X;13860
2022-03;ANEL;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;GERAÇÃO X;3520
2022-03;ANEL;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;BABY BOOMER;3520
2022-03;PINGENTE;OURO AMARELO;RUBI;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;1600
2022-03;PULSEIRA;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;BABY BOOMER;6336
2022-03;CORRENTE;OURO ROSÉ;SEM PEDRA;SEM MARCA;SHOPPING D;BABY BOOMER;1800
2022-03;BRINCO;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING D;BABY BOOMER;3900
2022-03;CORRENTE;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;MILLENNIALS;6336
2022-03;PINGENTE;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;BABY BOOMER;1408
2022-03;ANEL;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING D;GERAÇÃO X;4000
2022-03;ANEL;OURO AMARELO;DIAMANTE;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;6400
2022-03;PULSEIRA;OURO BRANCO;TURMALINA PARAÍBA;MARCA NACIONAL;SHOPPING D;MILLENNIALS;8640
2022-03;PULSEIRA;OURO AMARELO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;BABY BOOMER;6336
2022-03;PULSEIRA;OURO BRANCO;RUBI;SEM MARCA;SHOPPING D;MILLENNIALS;4500
2022-03;CORRENTE;OURO ROSÉ;ESMERALDA;SEM MARCA;SHOPPING D;MILLENNIALS;4500
2022-03;PINGENTE;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING D;BABY BOOMER;640
2022-03;CORRENTE;OURO BRANCO;RUBI;MARCA NACIONAL;SHOPPING D;MILLENNIALS;7200
2022-03;ALIANÇA;OURO ROSÉ;SEM PEDRA;SEM MARCA;SHOPPING D;GERAÇÃO X;1500
2022-03;CORRENTE;OURO AMARELO;OUTRAS PEDRAS;SEM MARCA;SHOPPING D;GERAÇÃO X;3960
2022-03;CORRENTE;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING D;GERAÇÃO Z;2880
2022-03;CORRENTE;OURO BRANCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;GERAÇÃO X;6336
2022-03;PULSEIRA;OURO AMARELO;RUBI;MARCA NACIONAL;SHOPPING D;GERAÇÃO X;7200
2022-03;PINGENTE;OURO BRANCO;ESMERALDA;SEM MARCA;SHOPPING D;MILLENNIALS;1000
2022-03;ANEL;OURO AMARELO;RUBI;SEM MARCA;SHOPPING D;GERAÇÃO Z;2500
2022-03;ALIANÇA;OURO ROSÉ;DIAMANTE;MARCA NACIONAL;SHOPPING D;MILLENNIALS;9600
2022-03;PULSEIRA;OURO ROSÉ;OUTRAS PEDRAS;SEM MARCA;SHOPPING D;BABY BOOMER;3960
2022-03;CORRENTE;OURO ROSÉ;SEM PEDRA;SEM MARCA;SHOPPING D;BABY BOOMER;1800
2022-04;CORRENTE;OURO ROSÉ;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;13500
2022-04;ALIANÇA;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING A;BABY BOOMER;2400
2022-04;PINGENTE;OURO AMARELO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;3000
2022-04;ANEL;OURO ROSÉ;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;7500
2022-04;COLAR;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;13440
2022-04;BRINCO;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;4576
2022-04;BRINCO;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;5200
2022-04;ANEL;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING A;BABY BOOMER;6400
2022-04;COLAR;OURO AMARELO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;6300
2022-04;COLAR;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;GERAÇÃO X;7392
2022-04;BRINCO;OURO ROSÉ;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;9750
2022-04;ANEL;OURO BRANCO;ESMERALDA;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;4000
2022-04;BRINCO;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;8580
2022-04;COLAR;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING A;GERAÇÃO X;8400
2022-04;BRINCO;OURO AMARELO;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;11700
2022-04;ALIANÇA;OURO ROSÉ;SEM PEDRA;SEM MARCA;SHOPPING A;MILLENNIALS;1500
2022-04;ALIANÇA;OURO AMARELO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;18000
2022-04;ANEL;OURO BRANCO;RUBI;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;7500
2022-04;BRINCO;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;5200
2022-04;COLAR;OURO ROSÉ;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;15750
2022-04;ANEL;OURO AMARELO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;6600
2022-04;BRINCO;OURO AMARELO;RUBI;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;9750
2022-04;COLAR;OURO ROSÉ;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;13860
2022-04;ANEL;OURO BRANCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;MILLENNIALS;3520
2022-04;ANEL;OURO AMARELO;RUBI;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;7500
2022-04;CORRENTE;OURO ROSÉ;RUBI;MARCA NACIONAL;SHOPPING A;GERAÇÃO X;7200
2022-04;COLAR;OURO BRANCO;TURMALINA PARAÍBA;SEM MARCA;SHOPPING A;BABY BOOMER;6300
2022-04;PULSEIRA;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING A;BABY BOOMER;7200
2022-04;ANEL;OURO ROSÉ;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;12000
2022-04;BRINCO;OURO AMARELO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;9750
2022-04;BRINCO;OURO AMARELO;DIAMANTE;MARCA NACIONAL;SHOPPING A;BABY BOOMER;8320
2022-04;COLAR;OURO AMARELO;DIAMANTE;MARCA NACIONAL;SHOPPING A;MILLENNIALS;13440
2022-04;ANEL;OURO BRANCO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;7500
2022-04;CORRENTE;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;5400
2022-04;ANEL;OURO BRANCO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;7500
2022-04;PINGENTE;OURO BRANCO;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;3600
2022-04;BRINCO;OURO BRANCO;DIAMANTE;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;8320
2022-04;COLAR;OURO ROSÉ;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;13860
2022-04;ANEL;OURO BRANCO;RUBI;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;7500
2022-04;PINGENTE;OURO ROSÉ;ESMERALDA;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;1600
2022-04;ANEL;OURO AMARELO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;7500
2022-04;COLAR;OURO BRANCO;ESMERALDA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;15750
2022-04;COLAR;OURO ROSÉ;RUBI;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;15750
2022-04;COLAR;OURO AMARELO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;13860
2022-04;COLAR;OURO BRANCO;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;18900
2022-04;BRINCO;OURO AMARELO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;15600
2022-04;ANEL;OURO ROSÉ;DIAMANTE;SEM MARCA;SHOPPING A;MILLENNIALS;4000
2022-04;COLAR;OURO AMARELO;ESMERALDA;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;8400
2022-04;ALIANÇA;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;4500
2022-04;COLAR;OURO ROSÉ;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;18900
2022-04;PULSEIRA;OURO AMARELO;TURMALINA PARAÍBA;MARCA INTERNACIONAL;SHOPPING A;MILLENNIALS;16200
2022-04;COLAR;OURO ROSÉ;SEM PEDRA;MARCA NACIONAL;SHOPPING A;GERAÇÃO Z;3360
2022-04;COLAR;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;13860
2022-04;ANEL;OURO BRANCO;OUTRAS PEDRAS;SEM MARCA;SHOPPING A;BABY BOOMER;2200
2022-04;COLAR;OURO ROSÉ;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;BABY BOOMER;6300
2022-04;CORRENTE;OURO ROSÉ;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO X;21600
2022-04;CORRENTE;OURO BRANCO;SEM PEDRA;MARCA NACIONAL;SHOPPING A;MILLENNIALS;2880
2022-04;PULSEIRA;OURO AMARELO;SEM PEDRA;MARCA NACIONAL;SHOPPING A;BABY BOOMER;2880
2022-04;COLAR;OURO ROSÉ;RUBI;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;15750
2022-04;PULSEIRA;OURO ROSÉ;DIAMANTE;MARCA NACIONAL;SHOPPING A;GERAÇÃO X;11520
2022-04;ANEL;OURO BRANCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;6600
2022-04;ALIANÇA;OURO BRANCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;GERAÇÃO Z;4500
2022-04;COLAR;OURO ROSÉ;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;MILLENNIALS;7392
